row,product_details,asin,url,color_group,color,dimension,depth_in,width_in,height_in,girth_in
280,"Furnnylane Modern Coffee Table with 4 Drawers,Square Coffee Table with Storage for Living Room,White,Large,39.3"" D x 39.3"" W x 17.7"" H",B0C3LLLZRJ,https://www.amazon.com/dp/B0C3LLLZRJ?psc=1,white,white,"39.3""D x 39.3""W x 17.7""H",39.3,39.3,17.7,96.3
281,"HOOBRO End Table with Charging Station and USB Ports, 3-Tier Nightstand with Adjustable Shelf, Narrow Side Table for Small Space in Living Room, Bedroom and Balcony, Rustic Brown BF112BZ01",B09X395CNV,https://www.amazon.com/dp/B09X395CNV?psc=1,brown/black,rustic brown/black,"11""D x 15""W x 21.7""H",11,15,21.7,47.7
282,"FURINNO Turn-N-Tube Haydn End Table, 1-Pack, French Oak Grey/Black",B01CP3DSAI,https://www.amazon.com/dp/B01CP3DSAI?psc=1,brown/black,brown/black,"13.39""D x 13.4""W x 19.84""H",13.39,13.4,19.84,46.63
283,NauticalMart Aviator 3 Door Sideboard End Table Design Metal Side Table,B07GDNVLDN,https://www.amazon.com/dp/B07GDNVLDN?psc=1,silver,silver,"16""D x 47""W x 34""H",16,47,34,97
284,"MNEETRUNG End Table with Charging Station, Industrial Side Table with USB Ports and Outlets, Bedside Tables with Door, 3-Tier Nightstand for Small Spaces, Sturdy, for Living Room, Bedroom, Brown",B0BZVN9VKD,https://www.amazon.com/dp/B0BZVN9VKD?psc=1,brown/black,brown/black,"11.93""D x 15.74""W x 23.78""H",11.93,15.74,23.78,51.45
285,"HOOBRO End Table, Nightstand with 2-Tier Mesh Shelves, Side Table for Living Room, Bedroom, Industrial, Stable Steel Frame, Easy Assembly, Rustic Brown BF21BZ01",B09MTJLY9N,https://www.amazon.com/dp/B09MTJLY9N?psc=1,brown/black,rustic brown/black,"11""D x 15.4""W x 21.7""H",11,15.4,21.7,48.1
286,"CosmoLiving Westerleigh End Table, White",B07KWWB7SZ,https://www.amazon.com/dp/B07KWWB7SZ?psc=1,white,white,"13.9""D x 23.6""W x 28.1""H",13.9,23.6,28.1,65.6
287,"VASAGLE Nightstands Set of 2, 3-Tier End Table, Side Desk for Small Space in Living Room, Bedroom, Steel Frame, Easy Assembly, 2-Pack, Chestnut Brown and Black",B08K7B8FD2,https://www.amazon.com/dp/B08K7B8FD2?psc=1,brown/black,brown/black,"11.4""D x 13.4""W x 22.8""H",11.4,13.4,22.8,47.6
288,"SinCiDo Nightstand with Charging Station, 20"" Farmhouse End Table w/Sliding Groove Barn Door, Rustic Wood Sofa Side Bedside Table w/Open & Adjustable Shlef for Bedroom, Living Room, White",B0C49XTTF7,https://www.amazon.com/dp/B0C49XTTF7?psc=1,white,white,"19.65""D x 17.75""W x 24""H",19.65,17.75,24,61.4
289,"ZINUS Dane 20 Inch Black Frame Side Table / End Table / Easy Assembly, Red mahogany wood grain",B01BEGS15E,https://www.amazon.com/dp/B01BEGS15E?psc=1,brown/black,brown/black,"20""D x 20""W x 20""H",20,20,20,60
290,"Furinno Andrey End Table / Side Table / Night Stand / Bedside Table with Bin Drawer, Columbia Walnut/Dark Brown",B07FKRG3YN,https://www.amazon.com/dp/B07FKRG3YN?psc=1,brown,espresso,"15.51""D x 15.5""W x 17.52""H",15.51,15.5,17.52,48.53
291,"Pipishell Bamboo Stackable End Tables, Wood Living Room Nightstand, Bedside Tables for Bedroom Storage, Set of 2",B07WG51N84,https://www.amazon.com/dp/B07WG51N84?psc=1,brown,natural wood,"12.87""D x 17.32""W x 7.32""H",12.87,17.32,7.32,37.51
292,"WLIVE End Table, 2-Tier Small Side Table with Open Storage, Narrow Side Stand for Bedroom, Living Room, Couch, Study, Modern End Stand with Sturdy Metal Frame, Sturdy Easy Assembly,Black",B0BCKF79BW,https://www.amazon.com/dp/B0BCKF79BW?psc=1,black,black,"15""D x 19.6""W x 11.8""H",15,19.6,11.8,46.4
293,"Round End Table 24"" w X 24"" l 25.25"" h Brown Grey Mission Craftsman Traditional Wood Antique Finish Includes Hardware Solid",B0BRJSD5SR,https://www.amazon.com/dp/B0BRJSD5SR?psc=1,grey,grey,"24""D x 24""W x 25.25""H",24,24,25.25,73.25
294,"Convenience Concepts Designs2Go Classic Glass 2 Tier Round End Table, Glass , 15.75 in x 15.75 in x 24.41 in",B00OJ2C2V0,https://www.amazon.com/dp/B00OJ2C2V0?psc=1,clear/silver,clear/silver,"15.75""D x 15.75""W x 24.41""H",15.75,15.75,24.41,55.91
295,"Convenience Concepts Designs2Go Classic Glass 3 Tier Round Table, Glass",B000W9Y046,https://www.amazon.com/dp/B000W9Y046?psc=1,clear/silver,clear/silver,"15.75""D x 15.75""W x 24.5""H",15.75,15.75,24.5,56
296,"VECELO Modern Nightstands X-Design Side End Table Night Stand with Storage Shelf for Bedroom,Living Room,Set of 2 (Brown A2)",B08CZ4MS4S,https://www.amazon.com/dp/B08CZ4MS4S?psc=1,brown/black,brown/black,"11.8""D x 15.7""W x 24.2""H",11.8,15.7,24.2,51.7
297,"LDTTCUK Side Table with Charging Station, End Table with Power Outlet & USB Ports, Nightstand with 2 Tiers Storage Space and Storage Cabinet, Sofa Side Tables for Bedroom, Living Room,Office,Black",B0BN67TVVP,https://www.amazon.com/dp/B0BN67TVVP?psc=1,black,black,"11.8""D x 15.7""W x 23.6""H",11.8,15.7,23.6,51.1
298,"AMHANCIBLEC Shaped End Table Set of 2, Side Tables for Sofa, Couch Table Snack Side Table for Livingroom Bedroom, Greige HET02CGY",B09LCDGW8Q,https://www.amazon.com/dp/B09LCDGW8Q?psc=1,grey/black,grey/black,"15.35""D x 11.41""W x 23.2""H",15.35,11.41,23.2,49.96
299,"Yoobure C Shaped End Table, Side Table for Couch and Bed, Small Side Table for Small Spaces, Living Room, Bedroom, Rustic Snack Table",B09QC6QN7D,https://www.amazon.com/dp/B09QC6QN7D?psc=1,brown/black,brown/black,"15.7""D x 10.2""W x 23""H",15.7,10.2,23,48.9
300,"Side Table, End Table with 2 Tier Open Storage Shelf, Slim Nightstand for Bedroom, Living Room, Couch, Hallway, Spacious and Skinny, Modern Console Table with Sturdy Metal Frame",B0BLP2BD8X,https://www.amazon.com/dp/B0BLP2BD8X?psc=1,brown/black,rustic brown/black,"11.8""D x 15.7""W x 20.7""H",11.8,15.7,20.7,48.2
301,"Ameriwood Home Parsons Modern End Table, 20 in x 20 in x 17.7 in (D x W x H), Espresso",B009OBA2L8,https://www.amazon.com/dp/B009OBA2L8?psc=1,brown,espresso,"20""D x 20""W x 17.5""H",20,20,17.5,57.5
302,"CADANI Round Side Table, Black Modern End Table, Metal Accent Table for Small Spaces, Living Room, Bedroom, Balcony, Easy Assembly, 15.8x18.9inches",B0B1H7VNR2,https://www.amazon.com/dp/B0B1H7VNR2?psc=1,black,black,"15.8""D x 15.8""W x 18.9""H",15.8,15.8,18.9,50.5
303,"ALLOSWELL End Table, Side Table with Storage Shelf, Slim Nightstand, Steel Frame, for Living Room, Study, Bedroom, Industrial Design, Greige ETHG5001",B09Z2MLC94,https://www.amazon.com/dp/B09Z2MLC94?psc=1,grey/black,grey/black,"10.6""D x 14.6""W x 19.9""H",10.6,14.6,19.9,45.1
304,"HOOBRO End Table, Small Side Table, Nightstand with 2-Layer Storage Shelves, Sofa Table for Small Spaces, Living Room, Bedroom, Stable Frame, Easy Assembly, Rustic Brown BF09BZ01",B09MTGKK9R,https://www.amazon.com/dp/B09MTGKK9R?psc=1,brown/black,rustic brown/black,19.69 x 11.02 x 14.96,19.69,11.02,14.96,45.67
305,"Winsome Eugene Table, White",B0046EC0HW,https://www.amazon.com/dp/B0046EC0HW?psc=1,white,white,"14.96""D x 18.9""W x 25""H",14.96,18.9,25,58.86
306,"Nightstand with Drawers Bedside Table End Table for Small Space Side Table Night Stand with Wood Open Storage Shelf, Rustic Side Table for Bedroom, Living Room, Study, Office, Pantry",B0B316P76F,https://www.amazon.com/dp/B0B316P76F?psc=1,brown/black,rustic brown/black,"15.35""D x 11.02""W x 22.36""H",15.35,11.02,22.36,48.73
307,"Ball & Cast Traditional End Table with Charging Station Chair Side Table with USB Ports & Outlets, Dark Brown",B07H2BTCFZ,https://www.amazon.com/dp/B07H2BTCFZ?psc=1,brown,brown,"14""D x 24.1""W x 23""H",14,24.1,23,61.1
308,"VASAGLE Side Table, Round End Table with 2 Shelves for Living Room, Bedroom, Small Table with Steel Frame for Smaller Spaces, Outdoor, Greige and Black",B07XXLG1JG,https://www.amazon.com/dp/B07XXLG1JG?psc=1,grey/black,grey/black,"21.65""D x 21.65""W x 21.65""H",21.65,21.65,21.65,64.95
309,"HOOBRO Side Table with Charging Station, End Table with USB Ports and Outlet, Nightstand with 2-Layer Storage Shelves for Small Spaces, Living Room, Bedroom, Stable Frame, Rustic Brown BF09UBZ01",B0B9GXLK1P,https://www.amazon.com/dp/B0B9GXLK1P?psc=1,brown/black,rustic brown/black,11.02 x 14.96 x 21.65,11.02,14.96,21.65,47.63
310,"TUTOTAK End Table with Charging Station, Set of 2, Side Table with USB Ports and Outlets, Nightstand, 2-Tier Storage Shelf, Sofa Table for Small Space, Living Room, Bed Room TB01BK041",B0BXSYFNQ8,https://www.amazon.com/dp/B0BXSYFNQ8?psc=1,black,black,"11.8""D x 21.7""W x 15""H",11.8,21.7,15,48.5
311,"DongRong C Shaped End Table, Couch Side Snack Table Rustic Industrial Sofa Table with Metal Frame for Living Room Bedroom",B0B3WQKJ5R,https://www.amazon.com/dp/B0B3WQKJ5R?psc=1,brown/black,rustic brown/black,"20""D x 14""W x 24""H",20,14,24,58
312,"Labcosi Modern Farmhouse Side Table, Narrow End Table with Charging Station, Flip Top End Table with Storage Shelf, Rustic Oak Color",B0BLVLQVQ9,https://www.amazon.com/dp/B0BLVLQVQ9?psc=1,brown,brown,"11.75""D x 23.5""W x 24.5""H",11.75,23.5,24.5,59.75
313,"VASAGLE Nightstand, End Table with Open Shelf, Side Table, Inner Adjustable Shelf, Steel Frame, 15.7 x 15.7 x 23.6 Inches, Bedroom, Industrial, Rustic Brown and Black ULET62BX",B07XL2X27V,https://www.amazon.com/dp/B07XL2X27V?psc=1,brown/black,rustic brown/black,"15.7""D x 15.7""W x 23.6""H",15.7,15.7,23.6,55
314,"Convenience Concepts Oxford End Table with Shelves, Espresso",B01CZULWHC,https://www.amazon.com/dp/B01CZULWHC?psc=1,brown,espresso,"15.75""D x 15.75""W x 24""H",15.75,15.75,24,55.5
315,"HOOBRO End Table with Charging Station, Narrow Side Table with 2 Drawer & USB Ports & Power Outlets, Nightstand for Small Spaces, Stable and Sturdy, for Living Room, Bedroom, Rustic Brown BF541BZ01",B097XJBXNR,https://www.amazon.com/dp/B097XJBXNR?psc=1,brown/black,rustic brown/black,"11.8""D x 18.9""W x 24""H",11.8,18.9,24,54.7
316,"ChooChoo Farmhouse End Table for Small Spaces, Narrow Side End Table with Storage Shelf, Rustic A-Design Nightstand Sofa Table for Living Room, Bedroom (White & Brown)",B0BQ24M7ZZ,https://www.amazon.com/dp/B0BQ24M7ZZ?psc=1,white,white,"11.81""D x 23.62""W x 22.44""H",11.81,23.62,22.44,57.87
317,White Nightstand with Charging Station Bedroom Side Table End Table with USB Ports and Storage Shelf 3-Tier Bedside Table Small Sofa Table Modern Night Stand Charging Tables for Bedroom Living Room,B0BY1XXV8P,https://www.amazon.com/dp/B0BY1XXV8P?psc=1,white,white,"11.8""D x 15.7""W x 23.9""H",11.8,15.7,23.9,51.4
318,COZAYH Rustic Farmhouse Tray Top End Table White Natural Finish MDF MDF Tray Top Farmhouse MDF End Tables,B086H9G5JX,https://www.amazon.com/dp/B086H9G5JX?psc=1,white,white,"19""D x 19""W x 25""H",19,19,25,63
319,"Convenience Concepts American Heritage Wedge End Table with Shelf, Espresso",B00FU3ZJBW,https://www.amazon.com/dp/B00FU3ZJBW?psc=1,brown,brown,"16""D x 24""W x 24""H",16,24,24,64
320,"ChooChoo Side Table Living Room, Narrow End Table with Drawer and Shelf, 3-Tier Sofa End Table for Small Space, Black",B08NJKXNSN,https://www.amazon.com/dp/B08NJKXNSN?psc=1,black,black,"11.22""D x 23.62""W x 24.02""H",11.22,23.62,24.02,58.86
321,"VECELO Side/End Storage with Shelf Versatile Nightstands Lamp Table Living Room Bedroom Furniture, Shelves, Classic Black",B08PF9MLHT,https://www.amazon.com/dp/B08PF9MLHT?psc=1,black,black,"11.8""D x 15.7""W x 24.2""H",11.8,15.7,24.2,51.7
322,"Rolanstar End Table with Charging Station & 2 USB Ports, Side Table with Drawer and Shelf, Narrow End Table with Large Storage, Sofa Side Table Sturdy Bedside Table for Living Room Grey",B09836581H,https://www.amazon.com/dp/B09836581H?psc=1,grey/black,grey/black,"11.8""D x 23.6""W x 24.4""H",11.8,23.6,24.4,59.8
323,"Treocho Farmhouse End Side Table, Rustic Vintage Nightstand with Shelf for Living Room, Bedroom, Grey Wash",B098Q5YZ7V,https://www.amazon.com/dp/B098Q5YZ7V?psc=1,grey,grey,"17.7""D x 17.7""W x 22""H",17.7,17.7,22,57.4
324,"ChooChoo White End Table, Flip Top Narrow Side Table for Small Spaces, Accent Nightstand Sofa Table for Living Room, Bedroom",B07S2QQXH4,https://www.amazon.com/dp/B07S2QQXH4?psc=1,white,white,"11""D x 23.5""W x 24""H",11,23.5,24,58.5
325,COTTON CRAFT Solid Wood Accent End Table - Hand Carved Vintage Boho Folding Side Table - Small Spaces Entryway Farmhouse Living Room Bedside - No Tools Assembly -18x18 Round - Jaipur Antique White,B00ULFLN78,https://www.amazon.com/dp/B00ULFLN78?psc=1,white,white,"18""D x 18""W x 18""H",18,18,18,54
326,"KSWIN Industrial End Table Side Table with 2-Tier Storage Shelf, 18'' Square Nightstand Bedside Table X-Design Metal Frame for Living Room Bedroom, Rustic Brown",B08S49Y41X,https://www.amazon.com/dp/B08S49Y41X?psc=1,brown/black,rustic brown/black,"18""D x 18""W x 20""H",18,18,20,56
327,"Treocho Black Nightstand X-Design, Modern Bedside Table with Drawer Storage Shelf, End Side Table for Bedroom",B09CDL3SBH,https://www.amazon.com/dp/B09CDL3SBH?psc=1,black,black,"14.96""D x 18.9""W x 23.62""H",14.96,18.9,23.62,57.48
328,"Amazon Basics Round Storage End Table, Side Table with Cloth Basket - Charcoal/Heather Gray, 19 x 18 x 18 Inches",B07TTTG49V,https://www.amazon.com/dp/B07TTTG49V?psc=1,grey,grey,"17.7""D x 17.7""W x 18.9""H",17.7,17.7,18.9,54.3
329,"Convenience Concepts American Heritage Flip Top End Table with Shelf, Walnut",B074T4VYJ7,https://www.amazon.com/dp/B074T4VYJ7?psc=1,brown,brown,"11""D x 23""W x 24""H",11,23,24,58
330,"Walker Edison Sedalia Modern Farmhouse Metal X Side Table, 18 Inch, Grey Wash",B07G5FHFDF,https://www.amazon.com/dp/B07G5FHFDF?psc=1,brown,natural wood,"18""D x 18""W x 22""H",18,18,22,58
331,"WLIVE End Table with Charging Station, Side Table with USB Ports and Outlets, Narrow Side Table for Small Spaces, Living Room, Couch, Nightstand with Storage, Espresso",B0BJ6Z9S6M,https://www.amazon.com/dp/B0BJ6Z9S6M?psc=1,brown,brown,"13.4""D x 23.4""W x 23.8""H",13.4,23.4,23.8,60.6
332,"Signature Design by Ashley Valebeck Farmhouse Rectangular End Table with Storage, Distressed Brown & Black Finish",B07N12BCPT,https://www.amazon.com/dp/B07N12BCPT?psc=1,black,black,"26""D x 24""W x 25""H",26,24,25,75
333,"GIOPACO Small End Table with Charging Station and USB Ports, Small Side Table Nightstand with 2-Layer Storage Shelves for Small Spaces, Living Room, Bedroom, Rustic Brown (1)",B0BVYQ3H54,https://www.amazon.com/dp/B0BVYQ3H54?psc=1,brown/black,rustic brown/black,"15""D x 11""W x 23""H",15,11,23,49
334,"AZL1 Life Concept Utility Sofa End Living Room, Vintage Accent Couch Side Pocket, C Shaped Table for Coffee Snack Laptop",B08PM864CR,https://www.amazon.com/dp/B08PM864CR?psc=1,brown/black,rustic brown/black,"13.7""D x 20.4""W x 24.4""H",13.7,20.4,24.4,58.5
335,"HOOBRO Tall End Table with Charging Station, Industrial Telephone Table with Metal Storage Basket, Side Table, Nightstand for Living Room, Bedroom, Office, Rustic Brown and Black BF06UDH01",B0BTBWLSS5,https://www.amazon.com/dp/B0BTBWLSS5?psc=1,brown/black,rustic brown/black,"17.7""D x 11""W x 28.7""H",17.7,11,28.7,57.4
336,"VASAGLE Side Table with Charging Station, End Table with USB Ports and Outlets, Nightstand for Living Room, Bedroom, Plug-in Series, Rustic Brown and Black ULET371B01",B09VXGLJMB,https://www.amazon.com/dp/B09VXGLJMB?psc=1,brown/black,rustic brown/black,"11.81""D x 15.16""W x 18.9""H",11.81,15.16,18.9,45.87
337,"Aheaplus End Table, Sofa Table Narrow Flip Top with USB Ports &Outlets for Small Spaces, Side Table with Storage Shelves, Nightstand with Metal Frame for Living Room, Black Oak",B09GBBMTCP,https://www.amazon.com/dp/B09GBBMTCP?psc=1,grey/black,grey/black,"23.6""D x 11.8""W x 24.5""H",23.6,11.8,24.5,59.9
338,"FURINNO Modern Simplistic Criss-Crossed End Table, French Oak Grey",B084PLDN58,https://www.amazon.com/dp/B084PLDN58?psc=1,grey/black,grey/black,"15.55""D x 15.55""W x 20""H",15.55,15.55,20,51.1
339,"Rerii End Table, Side Table 3 Tier, Simple Bedside Nightstand, 2 Shelf Small Bookshelf Bookcase, Display Rack for Bathroom, Bedroom and Living Room, White",B07D321981,https://www.amazon.com/dp/B07D321981?psc=1,white,white,"9.5""D x 15""W x 24""H",9.5,15,24,48.5
340,"HAYOFAMY Small Side Table Night Stand, 3 Tier Narrow End Table with Display Shelf, Small Bookcase Bookshelf, Simple Bedside Table Storage Rack for Bedroom, Living Room, Office, Bathroom,White",B0BXH4KSGR,https://www.amazon.com/dp/B0BXH4KSGR?psc=1,white,white,"9.84""D x 16.3""W x 23.62""H",9.84,16.3,23.62,49.76
341,"VECELO Modern End Side Tables,Round Metal Foldable Tray,Stable Snack Nightstand for Outdoors,Small Space,Living Room and Balcony, 18.5 in x 18.5 in x 19.7 in, Black",B08CXKT48H,https://www.amazon.com/dp/B08CXKT48H?psc=1,black,black,"18.5""D x 18.5""W x 19.7""H",18.5,18.5,19.7,56.7
342,Household Essentials Black Oak Round End Table 2 Tier,B09RTPDWCJ,https://www.amazon.com/dp/B09RTPDWCJ?psc=1,black,black,"20.3""D x 20""W x 24""H",20.3,20,24,64.3
343,"Ball & Cast Side End Table, 15.25"" Dia, Black",B0894N5VLG,https://www.amazon.com/dp/B0894N5VLG?psc=1,black,black,"15.25""D x 15.25""W x 15.75""H",15.25,15.25,15.75,46.25
344,"HOOBRO Side Tables, Set of 2 Narrow Nightstands, Industrial End Table with Flat or Slant Adjustable Mesh Shelf for Small Spaces, Stable Metal Frame and Easy Assembly, Rustic Brown and Black BF24BZ01",B07ZCTLNMZ,https://www.amazon.com/dp/B07ZCTLNMZ?psc=1,brown/black,brown/black,"23.62""D x 11.81""W x 23.62""H",23.62,11.81,23.62,59.05
345,"FANTERSI Small Round Side Table, 2-Tier Mid Century Modern Side Table, Wood Side Table, Round End Table for Living Room, Metal Frames, Brown",B0BWYTNKMR,https://www.amazon.com/dp/B0BWYTNKMR?psc=1,brown/black,brown/black,"15.7""D x 15.7""W x 18.5""H",15.7,15.7,18.5,49.9
346,"YITAHOME X-Design Side End Table Set of 2, Industrial End Table for Small Spaces, Farmhouse Nightstand Sofa Bed Table with Storage Shelf for Bedroom Living Room, Easy Assembly, Black",B09HPVFNRL,https://www.amazon.com/dp/B09HPVFNRL?psc=1,black,black,"11.8""D x 15.7""W x 21.6""H",11.8,15.7,21.6,49.1
347,"Yaheetech Lift Top Coffee Table with Hidden Compartment and Storage Shelf, Rising Tabletop Dining Table for Living Room Reception Room, 38.6in L, Rustic Brown",B07ZFNN72Z,https://www.amazon.com/dp/B07ZFNN72Z?psc=1,brown,rustic brown,"19.7""D x 38.6""W x 21.7""H",19.7,38.6,21.7,80
348,"Furinno Simple Design Coffee Table, Espresso",B003VOZE6M,https://www.amazon.com/dp/B003VOZE6M?psc=1,brown,espresso,"21.61""D x 35.5""W x 15.7""H",21.61,35.5,15.7,72.81
349,"Furinno JAYA Simple Design Oval Coffee Table, Walnut",B01FX5CMKC,https://www.amazon.com/dp/B01FX5CMKC?psc=1,black,black,"19.7""D x 35.4""W x 16.4""H",19.7,35.4,16.4,71.5
350,"SAYGOER Coffee Table Small Square Modern Coffee Tables for Small Spaces Simple Farmhouse Low Center Table for Living Room Home Office, Rustic Wooden Top with Metal Frames, Easy Assembly, Grey Wooden",B09HBQFVFJ,https://www.amazon.com/dp/B09HBQFVFJ?psc=1,grey/black,grey/black,"27.6""D x 27.6""W x 15.7""H",27.6,27.6,15.7,70.9
351,"WLIVE Lift Top Coffee Table with Storage for Living Room,Small Hidden Compartment and Adjustable Shelf,Mid Century, Modern ,Wood,Grey",B09X17XQXL,https://www.amazon.com/dp/B09X17XQXL?psc=1,grey,grey,"19.7""D x 39.4""W x 16.3""H",19.7,39.4,16.3,75.4
352,"Living Room Rectangle Coffee Table, Tea Table Suitable for Waiting Room, Modern Side Coffee Table with Wooden Leg, Glass Tabletop with Lower Shelf, White",B09JZ2QJSJ,https://www.amazon.com/dp/B09JZ2QJSJ?psc=1,clear/white,clear/white,"39.5""D x 23.5""W x 17.5""H",39.5,23.5,17.5,80.5
353,"AWQM GJ08 Marble Coffee Table, 39.3 in, White and Black",B0932TS5H5,https://www.amazon.com/dp/B0932TS5H5?psc=1,white/black,white/black,"20.07""D x 39.37""W x 17.71""H",20.07,39.37,17.71,77.15
354,"IKIFLY Modern High Glossy Black Coffee Table with 16 Colors LED Lights, Contemporary Rectangle Design Living Room Furniture, 2 Tiers",B0B1QF3QXT,https://www.amazon.com/dp/B0B1QF3QXT?psc=1,black,black,"23.6""D x 43.3""W x 15.4""H",23.6,43.3,15.4,82.3
355,"High Gloss Lift Top Table with Led Lights, Led Coffee Table with Storage Shelf and Hidden Compartment for Home Living Room Reception Room Office, White",B0BHZBB93P,https://www.amazon.com/dp/B0BHZBB93P?psc=1,white,white,"21.7""D x 47.3""W x 15.8""H",21.7,47.3,15.8,84.8
356,"Depointer Life Glass Coffee Table, Rectangle Modern Side Coffee Table with Lower Shelf, Perfect for Living Room Conversation Leisure Occasions, Metal Leg, Black",B08CH9GN83,https://www.amazon.com/dp/B08CH9GN83?psc=1,clear/black,clear/black,"39.4""D x 23.7""W x 17.7""H",39.4,23.7,17.7,80.8
